id,values,type,exposure,strain,order,primed,group,end,next_t
A1A,28,all,B,A,1,0,1,100,42
A1B,28,all,B,B,1,0,1,100,42
A1C,28,all,B,C,1,0,1,100,42
A1D,28,all,D,D,1,0,1,100,42
A1E,28,all,D,E,1,0,1,100,42
A2A,42,all,C,A,2,0,1,100,56
A2B,42,all,C,B,2,0,1,100,56
A2C,42,all,C,C,2,0,1,100,56
A2D,42,all,D,D,2,0,1,100,56
A2E,42,all,D,E,2,0,1,100,56
A3A,56,all,E,A,3,0,1,100,100
A3B,56,all,E,B,3,0,1,100,100
A3C,56,all,E,C,3,0,1,100,100
A3D,56,all,E,D,3,0,1,100,100
A3E,56,all,E,E,3,0,1,100,100
