"0","7","14","21","28","35","42","49","56","63","70"
2,0,0,2,0,0,1,0,0,0,0
1,0,2,1,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,2,2,2,0
2,0,1,1,1,0,4,2,7,3,0
0,0,0,0,0,0,0,5,4,3,0
0,0,0,2,1,0,0,1,3,4,0
1,0,0,3,0,2,0,4,2,3,2
1,0,0,0,0,1,0,3,6,0,2
0,3,0,0,0,1,0,3,4,6,6
0,0,0,0,0,1,1,4,5,6,3
2,0,0,0,0,0,0,3,3,9,5
0,0,1,0,0,0,2,1,3,5,3
0,0,2,0,2,2,0,0,4,7,3
0,0,0,0,0,1,0,6,2,6,3
0,0,0,0,0,0,0,0,0,1,1
0,0,0,1,1,0,2,0,0,1,0
0,0,0,0,0,0,3,0,0,1,0
0,0,0,1,4,2,2,5,9,5,5
0,0,0,1,0,3,1,6,12,6,6
0,0,0,1,0,1,3,3,11,6,4
0,0,0,4,0,0,0,8,10,7,3
2,0,0,1,0,0,2,4,8,6,6
0,1,0,0,0,1,1,7,9,6,3
0,0,0,0,0,2,3,6,10,11,12
0,0,0,1,2,0,3,6,12,12,11
0,2,0,1,0,4,1,6,11,10,9
0,0,2,0,0,0,0,3,6,7,8
1,2,2,0,0,1,2,5,5,8,8
0,1,0,0,0,0,0,3,5,6,7
0,5,7,6,9,8,5,7,5,5,2
0,4,5,6,7,9,8,5,7,5,3
0,4,7,4,3,6,5,8,8,4,3
0,1,0,0,0,4,3,11,9,8,7
0,3,1,1,0,5,5,11,9,9,6
0,0,1,0,2,4,9,10,8,9,5
0,0,0,0,0,3,6,7,11,7,5
0,0,0,1,0,3,2,9,9,6,7
0,0,1,0,0,4,6,9,10,4,5
0,0,0,0,1,3,3,10,11,9,9
1,0,2,1,0,3,8,6,9,10,10
0,0,3,0,0,4,7,8,9,9,11
1,0,0,1,0,2,4,2,8,7,3
0,0,1,0,0,3,2,7,7,5,5
1,0,0,0,0,1,2,8,6,8,5
0,4,5,5,4,8,9,8,9,7,3
0,5,9,4,6,6,10,8,6,5,6
0,4,5,3,6,6,5,9,10,3,8
0,0,0,0,0,4,7,10,12,9,7
0,0,0,0,0,2,4,12,12,9,8
0,0,0,2,1,4,6,11,12,10,8
0,0,0,0,0,1,6,11,11,11,10
1,0,0,2,0,2,7,9,10,12,8
0,0,0,0,0,3,8,9,11,11,8
0,0,3,1,2,5,8,12,12,11,12
1,0,2,0,0,3,8,12,12,12,12
0,0,0,0,0,7,10,12,12,12,12
0,0,1,0,0,3,4,4,9,9,7
3,0,0,1,0,2,4,6,12,12,7
1,0,2,0,0,2,4,9,9,12,10
0,4,7,6,6,3,4,3,3,0,0
0,2,9,6,5,4,4,3,3,0,3
0,3,5,7,2,5,4,6,2,1,1
1,0,1,0,0,0,3,0,1,0,0
0,0,0,0,2,0,0,0,1,0,0
0,0,0,0,1,0,2,1,0,0,1
2,2,0,0,0,0,1,1,0,0,0
0,2,1,0,0,0,0,2,0,0,0
1,1,0,1,1,1,0,0,0,0,0
1,1,0,0,0,1,2,0,1,0,3
1,0,1,4,0,1,3,2,0,3,2
0,0,0,2,0,0,0,0,0,3,1
2,0,0,0,3,0,0,0,0,4,7
0,0,0,0,0,0,2,0,0,4,5
0,0,0,0,0,0,0,0,0,2,5
