"0","21","37","49","70"
1,0,0,2,0
0,0,0,0,2
0,3,1,0,0
0,0,1,2,3
0,0,1,3,3
0,2,2,4,3
1,0,0,4,1
0,2,0,4,0
0,0,0,1,0
0,0,3,6,7
0,1,0,0,8
0,1,3,5,8
0,0,0,1,4
0,0,0,0,4
0,1,4,0,2
0,0,0,0,2
0,0,0,0,0
0,0,0,0,0
0,0,1,8,2
0,1,1,7,3
0,1,2,8,5
2,0,0,5,2
0,0,2,7,4
0,0,2,4,5
0,0,4,7,12
1,0,3,6,11
0,0,0,5,9
0,0,1,6,5
0,0,2,6,7
1,0,0,1,7
0,5,8,8,2
0,6,8,8,4
0,6,9,5,4
0,0,7,8,5
0,1,4,8,4
0,2,6,8,4
0,0,4,7,4
1,0,5,7,7
0,0,3,7,4
1,0,5,10,10
0,2,7,6,7
0,0,8,11,7
0,0,6,6,5
0,2,2,7,4
0,0,6,4,6
0,4,8,7,7
0,7,8,6,8
0,5,10,6,5
1,1,5,10,8
0,0,4,12,7
0,0,6,12,10
0,0,6,11,9
0,0,5,11,8
0,3,4,7,10
0,0,5,10,12
0,3,6,12,11
2,0,4,12,12
0,0,3,8,5
1,0,4,7,6
2,3,4,7,8
3,6,4,2,2
0,9,9,3,3
1,5,3,4,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,0,0,1,1
0,0,0,1,0
0,0,0,0,4
0,0,0,0,4
0,0,0,1,4
0,2,0,0,8
0,0,0,0,5
1,0,2,2,4
