"0","21","37","49","70"
0,0,0,1,0
1,0,0,4,0
0,2,0,0,0
1,0,3,2,3
0,0,1,2,1
1,0,3,2,3
1,0,0,2,0
2,1,0,0,0
0,0,0,2,0
0,0,0,3,9
0,0,3,3,7
0,0,2,4,8
0,0,3,1,6
0,1,0,0,7
0,1,0,0,6
0,0,0,1,0
0,1,1,0,0
0,0,1,0,3
1,0,1,7,4
0,1,0,8,5
0,0,2,9,5
1,0,0,7,2
0,0,0,5,3
0,0,0,5,3
1,2,1,6,5
0,0,2,10,9
0,0,0,8,11
1,0,0,5,7
1,0,0,5,7
0,0,0,7,9
0,6,5,10,5
0,5,6,5,8
0,6,6,7,4
0,0,8,7,8
0,0,8,6,6
0,0,9,9,6
2,0,4,9,5
0,0,6,10,7
2,0,5,9,8
0,0,8,8,8
0,1,7,8,6
0,0,7,9,9
0,0,2,5,9
0,1,1,4,8
0,0,0,8,8
0,5,6,7,5
0,6,9,10,8
0,7,7,8,7
0,1,6,10,6
0,0,4,10,10
3,1,7,12,5
0,0,5,12,4
1,0,3,11,8
0,0,3,11,6
0,0,6,12,11
0,2,7,10,10
0,1,6,10,10
0,0,5,10,9
0,0,4,7,9
0,0,3,8,7
0,4,2,6,0
0,4,5,3,1
2,8,4,1,0
0,0,3,0,0
0,1,0,0,1
0,0,1,0,2
0,0,1,0,0
0,0,0,0,2
0,0,0,0,0
2,0,0,0,4
0,0,0,0,7
0,0,0,0,3
0,0,0,0,8
0,0,1,2,7
0,0,0,0,5
