"0","7","14","21","28","35","42","49","56","63","70"
1,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,2,0,0,0,2,1
1,0,0,1,2,0,5,2,3,4,1
0,2,0,0,0,3,3,2,5,2,3
0,0,0,0,0,2,2,3,2,4,1
0,3,1,0,0,0,0,1,0,1,0
0,0,0,0,0,2,0,3,0,0,0
1,2,1,0,0,0,3,2,2,0,0
1,0,0,0,0,1,4,4,4,7,8
0,0,0,2,0,1,2,6,4,5,5
0,1,0,1,0,2,3,3,3,5,8
0,0,1,0,0,0,0,1,0,3,4
1,0,0,0,0,0,0,0,0,4,4
2,1,0,0,0,0,0,0,0,1,5
0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0
1,1,0,2,1,0,0,0,2,0,0
0,0,0,0,0,0,0,6,5,3,3
0,2,1,1,1,0,0,7,2,5,6
0,0,0,0,0,0,1,5,6,0,4
0,0,0,1,1,1,0,6,4,5,4
0,0,0,0,0,0,1,8,2,3,5
0,0,1,0,0,0,0,5,1,4,4
1,1,2,1,0,1,0,8,5,6,10
0,0,0,2,0,0,0,6,5,5,10
0,3,0,0,0,1,0,10,5,7,10
1,0,1,0,0,0,0,5,4,6,8
0,0,0,2,0,0,0,5,4,7,7
0,0,0,0,2,4,0,4,1,5,8
0,2,9,6,6,8,9,6,6,4,8
1,5,8,8,3,5,7,4,10,5,6
2,2,6,5,7,4,5,8,8,7,5
0,1,0,0,3,5,7,12,6,7,6
1,1,0,0,3,5,8,12,8,6,5
3,1,0,1,3,7,8,10,6,9,8
1,2,0,3,2,5,7,11,8,4,6
0,0,0,0,0,4,6,11,8,3,7
0,0,1,0,1,3,5,10,5,6,5
0,1,0,0,0,5,6,9,6,11,11
0,0,0,0,2,3,10,9,7,9,9
1,0,1,1,0,4,6,8,6,9,8
0,0,0,0,1,0,5,3,3,5,6
0,0,0,0,1,3,2,3,2,5,6
0,0,2,0,0,0,2,2,3,6,9
0,0,7,7,8,10,6,5,7,8,10
0,5,6,6,5,5,4,7,6,10,3
1,5,7,5,5,5,6,6,6,5,5
0,0,0,0,1,7,6,12,7,10,10
0,2,1,0,0,4,4,12,7,11,8
0,0,0,1,1,5,5,9,10,8,10
0,0,3,2,0,2,4,12,5,6,9
0,0,0,1,0,4,2,10,8,8,8
0,1,0,1,1,5,5,11,6,8,4
0,0,0,0,0,4,4,12,7,8,11
0,2,0,0,0,5,2,12,8,11,12
0,2,0,1,0,2,5,7,7,10,11
0,0,0,0,0,2,2,6,6,7,9
1,0,0,0,1,0,1,8,8,8,10
0,0,0,0,3,0,2,7,4,6,8
0,4,8,6,6,5,2,3,5,2,2
0,4,7,4,5,7,5,4,4,2,2
0,2,6,6,6,5,2,4,3,3,4
0,0,1,4,0,0,3,0,0,0,0
0,0,0,1,2,0,0,0,0,0,0
0,0,2,1,1,1,0,0,1,1,0
0,0,1,1,0,1,0,0,0,1,0
0,0,2,1,1,0,3,0,0,2,0
0,0,2,0,0,0,0,0,0,0,1
0,0,4,0,0,1,0,0,0,1,3
0,0,0,0,0,1,0,0,0,2,5
0,0,0,0,1,0,2,0,0,4,2
0,0,1,0,1,0,2,1,0,3,7
1,1,0,1,0,1,0,0,0,6,6
3,0,0,0,0,0,0,0,0,5,5
