"0","7","14","21","28","35","42","49","56","63","70"
0,0,0,0,0,0,0,0,3,2,0
0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,3,5,4,0,0
0,0,1,0,0,0,1,2,3,0,0
0,1,0,0,0,0,3,1,5,0,0
0,0,1,0,0,1,0,0,3,0,0
2,0,0,0,0,0,2,0,1,2,1
0,0,0,0,0,0,0,4,1,0,0
1,0,0,0,0,2,0,2,2,4,6
1,0,0,3,1,3,2,2,2,6,3
0,0,0,0,1,2,3,2,5,2,5
0,1,0,1,1,0,1,0,0,8,7
0,0,1,0,0,0,0,0,0,4,8
0,0,0,0,2,0,0,0,0,1,6
0,0,0,0,1,1,0,0,2,0,0
1,0,0,1,2,0,0,3,0,0,0
0,0,0,0,1,0,0,0,0,0,1
1,0,3,0,0,0,4,7,9,6,3
0,0,0,0,1,3,1,9,7,8,6
0,0,0,0,0,1,1,7,9,8,4
0,0,0,0,0,0,0,5,12,7,10
0,0,0,0,0,0,3,10,9,8,3
0,2,0,1,0,0,0,6,9,9,11
0,0,0,1,0,0,4,8,11,12,8
3,0,0,0,0,0,2,4,9,12,7
2,0,0,0,0,0,1,9,12,12,10
0,0,0,0,0,0,0,3,8,9,6
0,0,1,1,1,1,0,2,6,10,7
0,0,0,0,0,0,1,3,6,11,9
2,3,6,6,5,7,5,8,9,6,2
0,3,6,6,8,9,5,5,7,7,2
1,4,6,6,6,7,6,4,8,7,5
0,0,0,0,0,5,6,9,7,4,6
0,0,0,0,0,2,7,10,10,8,6
0,1,0,1,0,5,7,10,9,8,4
0,0,0,0,0,6,6,7,8,10,5
0,0,2,0,0,5,4,9,6,7,6
0,0,0,1,0,4,6,7,10,7,3
0,0,0,0,2,5,7,11,9,9,8
0,1,1,0,3,4,8,8,12,8,8
0,0,0,0,0,3,5,9,10,11,10
0,0,0,2,0,3,0,4,6,7,7
0,0,0,0,0,4,5,7,6,7,10
0,0,0,0,0,2,4,7,7,9,10
0,4,6,5,4,6,9,7,9,7,6
2,5,7,10,5,7,8,8,8,4,5
0,4,9,8,5,8,8,9,10,8,4
0,0,0,0,0,4,7,10,10,10,9
1,0,1,0,0,3,7,8,12,10,9
2,0,0,0,0,3,7,11,11,10,8
1,1,0,0,0,6,5,6,12,10,9
3,3,0,2,1,3,7,11,12,10,8
0,0,0,1,0,4,5,9,12,11,7
0,0,0,0,0,5,6,12,12,11,12
0,0,0,0,2,4,10,11,12,12,9
1,0,1,0,0,6,8,10,12,12,11
0,0,1,0,0,2,4,8,12,9,8
0,0,0,0,0,4,7,12,10,9,10
0,0,0,2,0,4,4,9,12,10,8
0,1,7,9,3,3,4,2,0,2,2
0,2,7,9,6,5,3,4,3,0,2
0,4,6,7,6,4,4,5,4,2,2
1,0,0,0,0,1,0,0,0,1,0
0,3,1,0,0,0,0,3,0,0,0
0,0,1,0,3,0,0,1,0,0,0
0,0,2,0,0,0,0,0,0,2,1
1,0,0,0,0,2,1,0,0,0,1
1,3,2,0,0,0,0,0,0,0,2
0,0,0,0,1,0,0,1,0,4,0
0,1,0,0,0,1,0,0,0,4,2
0,0,0,0,0,0,0,0,0,5,3
0,1,0,0,1,1,2,0,0,3,6
1,0,1,0,0,0,0,0,0,6,7
0,0,0,1,0,0,0,0,0,5,5
