"0","21","37","49","70"
0,2,0,0,0
1,0,4,1,1
0,0,0,0,2
0,5,2,4,0
2,2,1,0,3
0,2,0,3,4
4,0,4,3,0
1,6,2,0,0
3,0,3,3,3
0,2,1,1,10
0,0,3,3,8
0,2,1,5,7
0,0,0,0,3
0,1,0,0,4
1,1,0,0,7
0,0,0,0,0
0,0,0,0,2
1,0,0,0,0
0,2,2,5,0
3,2,1,6,5
1,0,2,11,6
1,1,1,5,3
0,1,3,8,2
0,1,3,2,3
3,0,2,4,11
0,0,1,4,12
0,0,4,5,9
0,4,0,5,11
0,0,0,2,4
4,0,0,1,2
1,4,5,5,6
0,3,6,7,2
0,2,7,10,1
1,3,7,7,8
0,1,3,8,3
0,0,4,9,2
0,0,2,10,7
0,0,2,4,1
2,0,2,5,3
1,3,0,10,9
0,1,3,9,12
0,0,2,9,10
0,0,1,3,5
0,0,0,6,9
0,0,0,2,7
0,0,4,12,3
0,5,9,7,4
0,2,8,9,2
0,0,8,8,9
0,0,3,11,5
1,0,4,6,8
0,0,1,7,8
0,0,3,12,12
0,0,6,7,11
1,0,2,9,12
0,0,7,11,12
0,0,4,12,12
3,0,0,8,11
0,1,2,11,12
0,0,2,5,12
1,7,2,1,2
0,4,6,5,5
0,4,4,7,7
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,1,3
1,0,2,0,1
0,2,1,0,3
0,0,0,0,0
0,0,0,0,0
2,0,4,2,0
0,0,2,0,5
2,0,0,0,5
0,1,0,0,2
