"0","21","37","49","70"
0,0,0,3,0
0,1,1,0,1
2,0,0,1,2
0,1,2,3,2
0,0,4,3,0
0,0,1,5,1
0,0,0,2,0
1,0,0,0,2
1,0,2,3,0
0,0,1,3,5
0,0,3,3,8
2,0,0,0,6
1,0,2,0,9
0,0,0,0,6
0,1,0,0,8
1,0,0,0,0
0,0,0,0,0
0,0,0,0,5
0,0,1,9,8
0,0,0,6,1
0,1,0,4,4
0,1,0,6,6
0,0,0,6,5
0,2,0,3,6
0,0,0,9,10
0,2,5,9,11
0,0,0,7,10
0,0,0,4,8
0,0,0,6,10
1,0,1,6,11
1,6,3,10,4
2,7,5,5,6
0,6,6,5,6
0,0,7,11,3
0,0,5,9,7
1,1,6,7,7
0,0,5,7,1
0,1,3,7,4
0,0,6,7,5
0,0,8,8,7
1,0,6,8,9
0,0,7,8,10
1,0,3,7,9
0,1,3,6,8
0,0,1,7,11
0,5,8,9,8
0,5,8,7,6
1,6,5,10,6
0,0,8,11,7
0,0,5,6,9
0,0,5,12,8
0,0,4,9,8
0,0,4,9,11
0,0,4,10,10
0,0,6,11,12
0,0,6,11,12
0,0,5,10,12
0,0,2,7,10
0,0,2,11,11
0,2,2,8,11
0,7,4,2,1
0,6,2,2,2
0,7,4,3,4
0,0,0,0,0
0,0,2,0,0
1,3,0,0,1
0,0,0,0,0
0,0,1,2,0
0,0,0,0,0
0,1,0,0,5
2,0,1,0,7
0,2,0,0,6
0,0,1,0,6
0,1,0,0,7
1,1,0,0,9
