"0","21","37","49","70"
1,0,0,3,0
1,2,0,0,0
0,0,0,0,0
1,0,4,6,0
0,4,3,7,1
1,0,2,7,0
0,1,3,5,0
3,0,3,6,3
2,0,0,6,0
0,0,5,3,10
0,0,3,4,11
2,2,7,5,8
0,0,1,2,9
0,2,1,1,7
0,0,2,0,6
0,1,0,0,0
0,0,0,2,0
0,0,0,0,0
1,3,5,6,6
0,0,5,9,8
1,1,5,8,10
0,0,7,5,5
0,0,4,6,3
0,0,7,5,1
0,2,7,8,12
0,0,0,8,12
0,0,0,9,12
0,0,0,8,11
0,0,3,5,12
0,0,2,8,11
3,6,8,7,1
1,8,10,10,0
0,4,7,3,8
0,0,0,5,5
0,0,5,8,2
0,2,4,7,1
2,2,5,7,6
1,1,6,5,3
0,4,7,4,7
0,0,5,5,11
2,0,3,4,12
0,0,4,1,12
1,0,1,5,9
0,0,0,0,9
1,0,3,1,11
1,9,7,6,6
1,7,8,6,3
0,9,9,8,9
0,0,5,9,7
2,0,5,7,5
0,0,9,11,6
0,3,5,10,4
3,1,7,8,5
0,5,6,7,3
1,0,4,9,10
3,0,1,6,12
2,2,3,4,12
4,0,2,5,12
0,2,3,3,12
1,1,4,5,12
0,8,5,8,2
0,5,11,7,2
1,8,5,2,2
3,5,0,0,0
0,1,2,0,0
2,2,0,0,0
2,1,0,0,0
0,3,2,0,0
0,0,1,2,0
0,0,0,0,0
0,0,0,0,4
1,0,0,4,7
0,0,0,0,6
0,0,0,2,5
0,0,0,0,0
