"0","21","37","49","70"
0,0,1,0,1
0,0,1,0,0
0,2,0,0,0
1,1,3,2,0
0,1,3,2,0
0,0,3,2,0
0,0,0,1,0
1,0,2,3,0
1,1,0,1,0
0,0,3,3,6
0,0,3,5,6
1,0,3,3,7
1,0,0,0,7
0,0,0,0,5
0,0,0,2,5
0,0,0,0,0
0,0,0,2,0
0,0,0,0,0
1,0,0,6,8
0,3,1,7,6
0,1,1,6,6
0,1,2,8,6
1,0,0,4,5
0,0,1,7,9
0,0,3,6,10
1,0,2,3,10
0,0,4,4,11
0,0,0,3,8
0,0,2,5,8
1,0,0,3,7
2,8,5,6,3
0,4,4,7,2
0,6,8,7,4
0,0,3,9,4
0,0,6,9,5
1,0,7,10,1
0,0,6,7,5
0,0,3,5,4
0,0,5,6,6
4,0,5,11,9
0,0,6,7,9
0,0,8,8,10
2,1,3,6,8
3,0,3,3,9
1,0,5,5,9
2,4,7,8,3
0,3,7,9,3
0,7,5,11,4
0,1,7,10,7
0,2,8,9,9
0,0,6,10,7
1,0,3,10,6
0,0,4,8,10
1,0,6,9,7
0,0,6,12,12
0,1,6,12,12
0,0,9,10,8
1,0,4,8,12
2,2,3,10,11
0,2,4,8,11
0,5,4,3,0
0,3,3,3,1
1,6,2,1,0
1,0,0,0,1
0,0,1,0,0
0,2,1,0,0
0,0,0,0,0
2,0,0,0,0
0,0,1,0,1
1,0,0,0,4
3,0,0,0,7
0,0,2,0,6
0,0,0,0,7
0,2,0,0,6
0,0,0,0,6
