"0","21","37","49","70"
1,0,0,0,0
0,0,1,2,0
0,0,0,1,1
0,4,6,6,0
0,0,2,6,2
0,1,2,4,0
1,2,5,0,2
1,5,2,6,2
1,0,2,6,4
0,1,7,3,12
0,2,3,6,12
0,0,4,4,12
0,0,2,3,11
0,0,3,1,12
0,0,0,5,12
0,0,0,1,0
0,0,2,0,0
0,0,0,0,0
0,1,4,8,8
2,3,0,11,3
0,2,9,6,5
4,2,4,4,5
4,0,2,9,7
0,0,2,7,8
0,2,3,8,12
0,0,7,12,12
1,0,6,8,12
0,4,1,4,12
0,0,2,5,12
0,0,0,2,12
0,8,7,8,3
1,5,6,7,2
0,8,10,7,5
0,0,3,2,4
0,4,4,8,3
2,4,2,5,5
0,5,2,4,0
0,2,3,7,4
0,7,2,0,0
2,4,6,2,12
0,0,1,7,10
1,0,8,8,12
0,1,3,0,11
0,1,4,1,12
0,0,1,5,12
0,8,8,9,8
2,7,5,10,5
2,5,6,10,7
1,0,4,8,7
0,0,8,7,7
0,1,5,7,9
2,0,2,4,8
0,3,2,9,5
2,0,1,9,1
3,0,2,8,12
0,0,2,6,12
1,2,6,9,12
0,0,0,7,12
0,1,4,4,12
2,0,0,11,12
0,8,6,0,3
1,4,8,6,0
0,6,3,4,1
0,1,0,0,0
0,0,4,0,0
2,5,0,0,0
0,0,0,0,1
0,1,0,0,0
0,1,0,0,0
2,2,3,1,11
1,0,0,0,6
0,0,6,0,10
4,3,0,0,12
0,0,0,1,12
2,0,2,0,12
