"0","21","37","49","70"
0,2,2,0,0
1,1,1,0,0
2,1,0,0,0
0,0,3,2,3
2,1,0,4,2
0,0,3,3,1
0,0,0,2,0
0,0,1,4,0
0,1,1,2,0
0,0,3,3,5
0,1,3,2,4
0,0,4,1,8
0,0,0,0,4
1,1,0,0,3
0,0,0,0,2
0,0,0,0,2
2,0,1,1,0
0,0,0,0,0
0,2,4,7,4
0,0,1,5,4
0,0,0,7,2
0,0,3,5,5
0,0,0,4,4
0,0,0,8,5
1,0,1,8,8
0,0,2,7,7
1,0,2,8,10
0,1,1,4,8
0,0,1,3,7
0,0,2,3,9
0,7,7,5,3
1,5,5,8,5
0,6,4,9,5
4,0,6,8,5
0,0,6,10,3
0,0,5,10,6
0,0,2,8,4
0,0,4,6,3
1,0,3,6,2
0,0,7,7,10
3,0,7,8,10
0,0,8,8,8
0,0,3,6,4
2,0,4,6,6
0,0,2,6,5
0,7,6,7,10
0,5,6,5,6
0,5,7,6,3
0,0,4,8,11
1,0,4,11,10
0,0,5,12,7
0,0,5,7,9
2,0,7,9,7
0,1,4,10,8
0,1,4,9,12
1,0,6,10,12
0,0,5,12,10
0,0,3,5,11
0,1,4,7,10
1,0,5,8,10
2,4,4,2,1
0,6,5,2,2
0,9,5,3,2
0,0,0,1,0
1,0,0,0,1
0,1,0,0,0
0,0,0,0,0
0,0,0,2,0
1,4,0,0,3
0,0,0,2,3
0,0,0,2,3
0,0,0,0,3
0,0,0,0,5
0,0,0,0,6
0,0,1,0,7
