"0","21","37","49","70"
2,1,0,0,0
0,2,0,0,0
0,1,0,0,0
0,0,3,4,4
0,0,2,5,2
3,0,2,4,0
1,0,4,7,0
0,0,4,3,0
2,0,1,4,6
0,2,5,10,6
0,1,4,6,12
1,0,4,4,9
0,0,1,0,2
0,0,2,0,2
0,3,2,0,5
0,3,0,1,0
2,0,1,0,0
0,2,1,0,0
1,0,2,10,6
0,0,4,11,2
2,0,2,7,7
3,0,0,4,7
0,0,0,9,5
0,0,0,9,3
0,0,1,9,10
0,0,4,4,11
0,1,3,12,10
0,0,2,6,9
0,3,0,3,7
0,0,1,8,7
2,6,8,7,0
0,7,9,8,5
0,5,7,5,2
0,6,8,5,5
0,2,4,5,5
0,3,9,6,5
3,2,4,7,0
2,0,3,6,3
0,0,4,6,6
2,1,3,4,6
0,1,6,7,7
2,0,3,4,7
0,1,0,0,1
0,2,0,3,3
0,0,0,1,5
0,7,6,6,4
0,6,5,8,5
0,7,6,4,5
0,2,7,7,4
0,3,5,6,10
0,0,6,8,6
0,4,6,10,6
1,3,3,12,6
0,3,5,12,8
0,2,5,10,11
0,0,5,11,7
0,1,2,12,11
0,0,0,5,9
0,3,3,4,9
2,0,0,6,8
1,7,5,4,4
2,7,6,4,1
0,7,3,8,1
0,4,0,0,0
0,3,0,0,1
0,3,0,0,2
0,0,0,2,2
0,2,0,0,2
0,4,0,2,0
0,2,0,0,0
0,0,1,0,3
1,0,2,1,1
0,0,2,0,2
0,0,1,0,3
0,1,1,2,3
