"0","21","37","49","70"
0,0,1,0,0
1,0,0,1,0
0,0,0,0,0
0,4,4,4,4
1,0,4,0,0
0,2,3,4,2
0,0,3,7,1
0,0,3,4,0
2,1,2,3,0
0,0,7,11,10
3,0,4,7,8
0,0,2,2,5
0,0,0,3,6
0,0,1,0,6
0,3,3,0,7
0,1,0,0,0
0,0,1,1,0
0,0,0,1,0
0,0,4,8,4
0,0,4,6,7
0,1,2,5,4
6,1,0,7,1
0,0,1,6,1
0,0,0,6,4
0,0,3,9,12
0,0,6,6,9
0,5,2,9,12
0,2,2,4,10
0,1,2,9,5
2,2,0,2,7
0,8,9,3,8
0,6,9,6,4
1,8,5,8,5
1,0,5,4,2
1,1,10,7,4
0,0,11,7,1
0,2,3,7,3
0,5,4,3,3
0,0,7,7,5
1,0,3,4,11
0,0,3,5,8
0,0,3,6,8
0,3,0,1,2
0,0,4,1,6
2,2,0,3,7
3,6,6,12,3
0,2,6,8,6
0,5,6,5,10
0,1,6,11,6
0,0,6,11,5
0,0,5,11,8
1,0,1,12,7
0,0,7,11,7
1,0,6,10,7
0,2,1,9,12
0,0,0,5,7
0,0,0,10,10
0,1,1,2,7
0,0,2,5,9
0,0,0,5,8
0,6,7,5,1
0,5,5,1,0
0,7,9,4,3
0,3,0,0,0
0,2,0,0,0
0,2,0,0,0
0,1,0,0,2
0,0,0,2,0
0,0,2,0,0
0,0,0,0,7
0,0,0,0,3
2,0,0,0,2
0,2,1,0,4
2,0,0,1,3
0,0,0,2,0
