"0","7","14","21","28","35","42","49","56","63","70"
0,0,2,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,3,2,5,2
0,0,0,0,0,0,0,3,2,2,0
0,0,0,0,0,2,1,2,0,3,2
2,1,0,0,0,2,1,0,3,2,0
0,2,0,0,0,1,0,2,3,2,0
1,0,0,2,1,0,0,1,2,2,0
0,0,0,1,2,5,2,4,4,9,9
0,0,0,0,0,0,0,1,2,8,7
0,0,1,0,1,0,0,5,4,7,9
0,0,0,0,1,0,0,0,0,9,7
0,0,0,0,0,0,0,0,0,6,9
0,0,1,0,0,0,0,0,0,5,7
0,0,0,0,0,0,3,0,0,0,0
1,0,0,0,1,0,0,0,2,0,0
0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,3,6,10,9,4
2,0,0,0,0,3,3,6,11,7,4
0,0,0,0,2,4,1,8,11,8,5
0,0,0,0,0,0,1,7,9,5,7
0,0,0,2,0,1,0,7,12,7,7
2,0,0,0,0,0,0,8,9,9,2
0,0,0,0,0,1,2,7,11,12,10
0,1,0,1,0,0,3,5,12,10,12
0,0,0,1,0,2,2,7,10,11,11
0,0,1,0,0,0,0,6,9,9,11
0,0,0,0,0,0,0,3,8,9,9
0,0,0,0,0,0,0,3,8,9,10
0,5,9,6,4,3,4,7,6,9,8
3,4,6,5,6,4,5,5,6,8,5
0,5,9,4,3,5,5,9,6,6,6
0,0,0,0,2,3,9,8,7,6,5
0,0,0,0,1,3,8,8,10,5,5
2,0,2,1,0,4,8,7,11,7,3
0,0,1,2,0,3,7,6,8,9,4
1,0,2,0,1,3,5,8,9,7,5
1,0,1,0,0,4,3,9,7,8,4
0,1,0,1,0,4,9,10,10,9,10
0,0,2,0,2,4,8,12,12,7,9
0,0,0,0,0,5,10,8,8,9,9
0,0,1,1,0,2,4,5,5,10,9
2,0,0,0,1,2,3,6,6,8,9
0,0,1,0,0,0,4,3,9,9,9
0,5,7,5,5,5,8,6,7,10,6
0,6,9,7,5,7,3,8,7,6,5
0,2,8,5,8,9,6,8,8,6,8
0,2,0,0,0,6,7,11,8,12,7
0,0,0,2,0,4,6,10,11,12,10
0,0,1,0,0,5,5,11,11,11,8
0,2,0,1,0,0,5,11,11,10,10
0,2,0,0,0,2,4,10,12,12,8
0,0,0,0,0,4,4,12,12,11,9
0,0,0,0,0,5,7,7,11,12,11
0,0,0,0,0,4,5,12,12,12,12
0,0,0,1,0,6,6,12,12,12,12
0,0,0,1,0,1,2,11,12,12,12
0,0,0,1,0,2,4,8,12,12,12
0,0,0,0,0,2,4,6,12,12,12
0,6,7,4,5,2,6,3,1,6,3
0,5,8,6,4,3,3,1,3,2,5
0,6,10,7,7,1,6,0,5,4,3
0,0,0,0,0,0,2,0,0,2,1
0,0,2,0,2,0,0,2,0,0,0
0,0,0,0,0,2,0,2,0,0,3
0,0,0,2,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,1,0,0,0,5,4
2,0,0,0,0,0,0,0,3,6,6
0,1,0,1,0,1,0,0,0,7,8
0,0,0,0,0,1,1,1,0,7,8
0,1,0,1,1,0,0,1,0,6,8
1,0,0,0,1,0,0,0,1,5,8
